player_id,first_name,second_name,web_name,player_position,team_id,team_name,form,points_per_game,starts,minutes,goals_scored,assists,yellow_cards,red_cards,penalties_missed,own_goals,goals_conceded,saves,clean_sheets,penalties_saved,goals_per_90,assists_per_90,goals_conceded_per_90,saves_per_90,clean_sheets_per_90,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,expected_goals_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,ict_index,influence,creativity,threat,form_rank,form_rank_type,ict_index_rank,ict_index_rank_type,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,points_per_game_rank,points_per_game_rank_type,total_points
26,Álex,Moreno Lopera,Alex Moreno,Defender,16,Nott'm Forest,0.8,2.9,9,697,0,1,2,0,0,0,10,0,3,0,0,0.129124821,1.29,0,0.39,0.14,0.8,0.94,8.15,0.02,0.1,0.12,1.05,23.4,140.4,73.4,20,238,71,238,75,185,73,192,49,286,87,123,30,29
422,Ola,Aina,Aina,Defender,16,Nott'm Forest,2.2,4.3,13,1131,1,0,2,0,0,0,12,0,5,0,0.079575597,0,0.95,0,0.4,0.11,0.8,0.91,12.4,0.01,0.06,0.07,0.99,36.9,239,102.5,27,95,25,148,40,76,24,157,35,263,81,39,4,56
423,Elliot,Anderson,Anderson,Midfielder,16,Nott'm Forest,1,2.6,9,697,0,3,3,0,0,0,9,0,4,0,0,0.387374462,1.16,0,0.52,0.71,1.17,1.88,8.22,0.09,0.15,0.24,1.06,57.4,182.6,261.1,132,220,111,71,44,141,50,35,29,95,59,163,68,31
424,Taiwo,Awoniyi,Awoniyi,Forward,16,Nott'm Forest,0.8,1.1,2,169,0,0,0,0,0,0,3,0,0,0,0,0,1.6,0,0,0.44,0.07,0.51,2.2,0.23,0.04,0.27,1.17,6,9.8,12,44,256,29,360,38,408,37,340,37,224,36,357,37,10
425,Willy,Boly,Boly,Defender,16,Nott'm Forest,0,1.5,1,91,0,0,0,0,0,0,1,0,0,0,0,0,0.99,0,0,0.07,0,0.07,1.22,0.07,0,0.07,1.21,4.9,32,0.2,17,483,191,377,126,347,124,429,153,298,93,306,102,3
426,Josh,Bowler,Bowler,Midfielder,16,Nott'm Forest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,541,205,584,239,582,237,578,241,556,232,588,241,0
427,Carlos Miguel,dos Santos Pereira,C.Miguel,Goalkeeper,16,Nott'm Forest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,477,59,541,65,539,65,523,47,491,38,546,65,0
428,Eric,da Silva Moreira,Da Silva Moreira,Midfielder,16,Nott'm Forest,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,524,198,568,232,566,230,560,234,535,224,385,181,1
429,Danilo,dos Santos de Oliveira,Danilo,Midfielder,16,Nott'm Forest,0,1,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28,0,0,0,1.8,0,0,0.1,0,618,266,647,289,646,288,436,225,625,283,402,194,1
430,Emmanuel,Dennis,Dennis,Forward,16,Nott'm Forest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,633,60,656,62,656,62,651,61,642,60,657,63,0
431,Nicolás,Domínguez,Dominguez,Midfielder,16,Nott'm Forest,1.2,1.4,7,598,0,0,3,0,0,0,7,0,2,0,0,0,1.05,0,0.3,0.72,0.25,0.97,8.09,0.11,0.04,0.15,1.22,26.1,115.2,61.1,85,189,93,223,112,218,90,218,134,143,91,322,152,15
432,Anthony,Elanga,Elanga,Midfielder,16,Nott'm Forest,1.8,2.1,9,703,0,2,1,0,0,0,9,0,3,0,0,0.256045519,1.15,0,0.38,0.72,1.27,1.99,8.17,0.09,0.16,0.25,1.05,42.9,96.2,209,121,141,68,122,72,247,108,59,48,104,66,221,99,27
433,Morgan,Gibbs-White,Gibbs-White,Midfielder,16,Nott'm Forest,0.8,2.6,9,704,1,0,2,1,0,0,6,0,4,0,0.127840909,0,0.77,0,0.51,1.28,1.17,2.45,6.6,0.16,0.15,0.31,0.84,53.6,116.6,203.2,216,262,137,77,48,215,88,61,50,50,33,171,75,23
434,Callum,Hudson-Odoi,Hudson-Odoi,Midfielder,16,Nott'm Forest,1.5,3.3,11,961,2,1,1,0,0,0,9,0,5,0,0.187304891,0.093652445,0.84,0,0.47,1.27,1.19,2.46,8.64,0.12,0.11,0.23,0.81,66.8,177.6,294,200,166,79,43,29,147,52,28,24,56,35,81,35,43
435,Alex,Mighten,Mighten,Midfielder,16,Nott'm Forest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,540,204,583,238,581,236,577,240,555,231,587,240,0
436,Murillo,Santiago Costa dos Santos,Murillo,Defender,16,Nott'm Forest,3.8,4,13,1170,1,0,1,0,0,0,13,0,5,0,0.076923077,0,1,0,0.38,0.77,0.46,1.23,13.07,0.06,0.04,0.1,1.01,56.4,338.8,105.5,118,32,5,73,12,20,4,149,34,108,12,48,7,52
437,Neco,Williams,N.Williams,Defender,16,Nott'm Forest,1.8,1.8,4,463,0,0,3,0,0,0,3,0,2,0,0,0,0.58,0,0.39,0.62,0.31,0.93,4.73,0.12,0.06,0.18,0.92,25.3,92.8,83.3,75,127,38,229,71,250,92,180,44,165,32,258,80,20
438,Omar,Richards,O.Richards,Defender,16,Nott'm Forest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,534,216,578,223,576,223,572,223,550,218,582,222,0
439,Lewis,O'Brien,O'Brien,Midfielder,16,Nott'm Forest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,647,288,664,300,664,300,660,300,655,298,664,300,0
440,Andrew,Omobamidele,Omobamidele,Defender,16,Nott'm Forest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,496,199,551,210,549,210,537,209,510,202,556,209,0
441,Jonathan,Panzo,Panzo,Defender,16,Nott'm Forest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,408,141,485,168,483,168,462,166,423,149,489,166,0
442,Ibrahim,Sangaré,Sangaré,Midfielder,16,Nott'm Forest,0,1.3,3,212,0,0,2,0,0,0,2,0,1,0,0,0,0.85,0,0.42,0.02,0.06,0.08,1.98,0.01,0.03,0.04,0.84,7.4,38.8,16.4,19,505,188,342,172,338,160,324,187,290,162,333,160,4
443,Matz,Sels,Sels,Goalkeeper,16,Nott'm Forest,2.5,4.5,13,1170,0,1,2,0,0,0,13,35,5,0,0,0.076923077,1,2.69,0.38,0,0.04,0.04,13.07,0,0,0,1.01,28.2,279.8,0.1,0,78,9,209,13,47,13,435,10,622,61,32,5,58
444,Harry,Toffolo,Toffolo,Defender,16,Nott'm Forest,0,1,0,36,0,0,0,0,0,0,1,0,0,0,0,0,2.5,0,0,0.02,0.01,0.03,0.67,0.05,0.02,0.07,1.68,1.9,9.6,3,6,488,193,420,142,409,143,389,134,345,115,373,129,1
446,Hwang,Ui-jo,Ui-jo,Forward,16,Nott'm Forest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,532,47,576,49,574,49,570,49,548,47,580,52,0
447,Chris,Wood,Wood,Forward,16,Nott'm Forest,3,6,12,1005,9,0,1,0,0,0,10,0,6,0,0.805970149,0,0.9,0,0.54,5.24,0.19,5.43,10.22,0.47,0.02,0.49,0.92,80.6,340.2,105.4,358,59,11,28,6,19,4,151,17,17,10,8,4,78
448,Joe,Worrall,Worrall,Defender,16,Nott'm Forest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,535,217,579,224,577,224,573,224,551,219,583,223,0
449,Ryan,Yates,Yates,Midfielder,16,Nott'm Forest,1.2,2.6,9,986,1,1,4,0,0,0,10,0,4,0,0.09127789,0.09127789,0.91,0,0.37,1.61,0.33,1.94,11.64,0.15,0.03,0.18,1.06,47.2,159,150.4,163,192,96,103,61,163,62,99,74,80,48,160,66,34
531,James,Ward-Prowse,Ward-Prowse,Midfielder,16,Nott'm Forest,0.8,1.3,5,394,0,0,0,1,0,0,8,0,1,0,0,0,1.83,0,0.23,0.06,0.39,0.45,5.54,0.01,0.09,0.1,1.27,11.6,45.6,60.9,9,261,136,314,153,326,157,220,135,337,183,341,166,9
573,Nikola,Milenković,Milenković,Defender,16,Nott'm Forest,2,3.6,12,1080,0,1,1,0,0,0,12,0,5,0,0,0.083333333,1,0,0.42,1.72,0.43,2.15,11.85,0.14,0.04,0.18,0.99,31.9,186.2,47,86,113,33,184,52,132,53,251,71,141,21,68,13,43
596,João Pedro,Ferreira Silva,Jota Silva,Midfielder,16,Nott'm Forest,2,1.6,1,334,0,2,1,0,0,0,4,0,1,0,0,0.538922156,1.08,0,0.27,0.4,0.94,1.34,3.7,0.11,0.25,0.36,1,21.5,63.8,68.1,82,124,57,248,123,297,138,204,124,149,94,302,140,19
620,Ramón,Sosa,Sosa,Midfielder,16,Nott'm Forest,0.8,1.6,0,122,1,0,0,0,0,0,2,0,0,0,0.737704918,0,1.48,0,0,0.79,0.3,1.09,0.86,0.58,0.22,0.8,0.63,20,65.6,85.5,50,255,132,256,127,294,135,175,112,213,123,300,139,14
653,Felipe,Rodrigues da Silva,Morato,Defender,16,Nott'm Forest,0.2,1,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.62,0,0,0,1.89,3.8,36.4,1.6,0,335,112,384,129,341,120,404,141,574,222,388,136,6
14,Aaron,Ramsdale,Ramsdale,Goalkeeper,17,Southampton,0,2.9,9,810,0,0,1,0,0,0,19,36,1,0,0,0,2.11,4,0.11,0,0.01,0.01,20.33,0,0,0,2.26,26.2,261.6,0,0,510,68,222,15,62,15,548,58,521,50,125,21,26
27,Cameron,Archer,Archer,Forward,17,Southampton,1.2,2.3,7,693,2,0,0,0,1,0,13,0,1,0,0.25974026,0,1.69,0,0.13,4.05,0.11,4.16,17.2,0.53,0.01,0.54,2.23,34.6,86.6,30,228,198,25,166,26,257,25,288,32,42,16,200,28,30
188,Lesley,Ugochukwu,Ugochukwu,Midfielder,17,Southampton,0.2,1,2,208,0,0,1,0,0,0,8,0,0,0,0,0,3.46,0,0,0.21,0.06,0.27,5.96,0.09,0.03,0.12,2.58,5.9,22.8,30.8,6,336,163,362,181,365,171,285,170,351,191,390,184,6
397,Ryan,Fraser,Fraser,Midfielder,17,Southampton,0.8,0.7,3,240,0,0,0,1,0,0,9,0,0,0,0,0,3.38,0,0,0.02,0.09,0.11,6.55,0.01,0.03,0.04,2.46,6.3,35.8,24.2,11,245,125,354,177,342,161,305,176,321,177,454,224,4
450,Carlos,Alcaraz Durán,Alcaraz,Midfielder,17,Southampton,0,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0.03,0.1,0,0.7,0.3,1,0,4.3,8.4,15.9,19,641,283,380,188,415,201,327,189,294,165,416,204,1
451,Samuel,Amo-Ameyaw,Amo-Ameyaw,Midfielder,17,Southampton,0,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.13,0.15,0,0.2,1.3,1.5,0,2.5,4,15,6,519,193,404,199,431,207,329,190,348,189,383,179,1
452,Joe,Aribo,Aribo,Midfielder,17,Southampton,1,2.1,6,675,1,0,0,0,0,0,16,0,0,0,0.133333333,0,2.13,0,0,1.27,0.57,1.84,19.32,0.17,0.08,0.25,2.58,33.2,124.6,88.9,116,218,109,175,96,210,85,172,110,110,69,220,98,25
453,Adam,Armstrong,Armstrong,Forward,17,Southampton,3.5,2.7,7,620,2,2,3,0,1,0,10,0,1,0,0.290322581,0.290322581,1.45,0,0.15,2.36,0.41,2.77,13.07,0.34,0.06,0.4,1.9,36.4,109.2,81.3,173,43,9,154,24,226,24,183,24,69,23,153,24,27
454,Gavin,Bazunu,Bazunu,Goalkeeper,17,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,495,67,550,70,548,70,536,56,509,49,555,70,0
455,Jan,Bednarek,Bednarek,Defender,17,Southampton,0.2,1.5,11,980,0,0,3,0,0,0,21,0,1,0,0,0,1.93,0,0.09,0.01,0.76,0.77,23.03,0,0.07,0.07,2.12,32.6,269.4,47.3,10,313,93,180,49,53,16,249,69,327,108,304,100,17
456,Armel,Bella-Kotchap,Bella-Kotchap,Defender,17,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,381,127,461,157,459,157,437,155,396,136,466,156,0
457,James,Bree,Bree,Defender,17,Southampton,0,1,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.02,0.56,0,0.14,0.14,3.88,1.4,3.6,10.7,0,379,125,433,147,435,151,351,114,394,134,360,117,1
458,Shea,Charles,Charles,Midfielder,17,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,552,214,595,248,593,246,589,250,567,241,599,250,0
459,Samuel,Edozie,Edozie,Midfielder,17,Southampton,0,0.5,0,64,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0.15,0.31,0,0.21,0.21,0.44,5.1,9.8,19,22,638,281,375,186,407,197,317,181,277,154,462,227,1
460,Ronnie,Edwards,Edwards,Defender,17,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,382,128,462,158,460,158,438,156,397,137,467,157,0
461,Taylor,Harwood-Bellis,Harwood-Bellis,Defender,17,Southampton,0.5,1.8,12,1039,1,0,5,0,0,0,21,0,1,0,0.086621752,0,1.82,0,0.09,1.16,0.17,1.33,24.2,0.1,0.01,0.11,2.1,49.8,290.8,98.6,107,269,76,93,19,40,14,162,37,122,15,256,78,24
462,Kamaldeen,Sulemana,Kamaldeen,Midfielder,17,Southampton,0.2,1,0,17,0,0,0,0,0,0,1,0,0,0,0,0,5.29,0,0,0.02,0,0.02,0.88,0.11,0,0.11,4.66,1.3,8,0.3,5,357,176,435,210,417,202,428,222,358,197,419,206,3
463,Adam,Lallana,Lallana,Midfielder,17,Southampton,0.2,1.4,5,312,0,2,4,0,0,0,5,0,0,0,0,0.576923077,1.44,0,0,0.15,0.44,0.59,5.69,0.04,0.13,0.17,1.64,15.8,70.6,67.1,21,354,174,289,143,285,130,205,125,283,158,326,156,11
464,Juan,Larios López,Larios,Defender,17,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,446,162,520,187,518,187,498,185,460,169,524,185,0
465,Mateusz,Lis,Lis,Goalkeeper,17,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,406,36,483,45,481,45,460,23,421,14,487,45,0
466,Joe,Lumley,Lumley,Goalkeeper,17,Southampton,0.8,3,1,90,0,0,0,0,0,0,1,4,0,0,0,0,1,4,0,0,0,0,1.68,0,0,0,1.68,2.5,25.4,0,0,231,18,403,31,359,31,452,20,413,11,113,17,3
467,Ryan,Manning,Manning,Defender,17,Southampton,0.8,1.7,6,419,0,1,1,0,0,0,7,0,0,0,0,0.214797136,1.5,0,0,0.07,0.68,0.75,10.47,0.02,0.15,0.17,2.25,22.2,71.8,121.4,30,234,67,241,78,280,100,129,25,250,73,272,84,10
468,Sékou,Mara,Mara,Forward,17,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,654,65,670,67,670,67,666,66,661,65,670,68,0
469,Alex,McCarthy,McCarthy,Goalkeeper,17,Southampton,0.8,3,3,270,0,0,0,0,0,0,5,15,0,0,0,0,1.67,5,0,0,0,0,5.85,0,0,0,1.95,9.7,96.6,0,0,233,20,327,24,246,24,527,50,495,41,115,19,9
470,Paul,Onuachu,Onuachu,Forward,17,Southampton,0.5,0.8,1,110,0,0,1,0,0,0,4,0,0,0,0,0,3.27,0,0,0.06,0,0.06,3.15,0.05,0,0.05,2.58,5.2,9.6,10.8,32,288,35,369,39,410,38,350,39,245,37,446,47,5
471,Will,Smallbone,Smallbone,Midfielder,17,Southampton,0,1.5,3,240,0,0,0,0,0,0,5,0,0,0,0,0,1.88,0,0,0.31,0.54,0.85,4.93,0.12,0.2,0.32,1.85,11.1,22.6,57.1,32,646,287,319,157,368,174,223,138,246,137,314,144,6
472,Jack,Stephens,Stephens,Defender,17,Southampton,1,1.6,9,755,0,0,2,1,0,0,15,0,1,0,0,0,1.79,0,0.12,0.28,0.2,0.48,16.9,0.03,0.02,0.05,2.01,19,121.6,51.5,17,208,59,263,86,213,81,238,66,297,92,282,88,14
473,Ross,Stewart,Stewart,Forward,17,Southampton,0,0.8,1,130,0,0,1,0,0,0,2,0,0,0,0,0,1.38,0,0,0.17,0.02,0.19,2.56,0.12,0.01,0.13,1.77,2.1,5.8,6.7,9,512,45,410,41,424,40,371,41,333,42,440,46,3
474,Sugawara,Yukinari,Sugawara,Defender,17,Southampton,1,2.2,9,745,1,1,2,0,0,0,17,0,1,0,0.120805369,0.120805369,2.05,0,0.12,0.29,1.56,1.85,17.56,0.04,0.19,0.23,2.12,41.3,185,174.4,55,212,62,129,31,137,56,76,15,202,52,207,64,27
475,Charlie,Taylor,Taylor,Defender,17,Southampton,0,1,2,207,0,0,1,0,0,0,5,0,0,0,0,0,2.17,0,0,0,0.09,0.09,4.08,0,0.04,0.04,1.77,9.5,67,25.4,2,378,124,329,107,290,103,302,94,371,125,359,116,5
476,Kyle,Walker-Peters,Walker-Peters,Defender,17,Southampton,0.5,2.1,11,980,0,1,3,0,0,0,21,0,1,0,0,0.091836735,1.93,0,0.09,0.24,0.54,0.78,24.79,0.02,0.05,0.07,2.28,40.3,199,124.6,79,273,80,132,32,118,44,124,24,156,28,216,68,23
477,Nathan,Wood-Gordon,Wood,Defender,17,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,415,145,491,171,489,171,468,169,429,152,494,168,0
515,Maxwel,Cornet,Cornet,Midfielder,17,Southampton,0,0.5,1,71,0,0,1,0,0,0,4,0,0,0,0,0,5.07,0,0,0.16,0,0.16,1.79,0.2,0,0.2,2.27,2.2,11.6,3.5,7,612,261,409,201,400,191,387,208,341,186,460,226,1
518,Flynn,Downes,Downes,Midfielder,17,Southampton,2,2.1,12,1051,1,0,5,0,0,0,23,0,1,0,0.085632731,0,1.97,0,0.09,0.59,1.11,1.7,25.46,0.05,0.1,0.15,2.18,47.1,168.8,206.4,95,116,51,106,63,156,57,60,49,133,84,218,96,25
584,Ben,Brereton Díaz,Brereton Díaz,Midfielder,17,Southampton,0.5,1.4,4,407,0,0,1,0,0,0,8,0,0,0,0,0,1.77,0,0,0.9,0.14,1.04,8.46,0.2,0.03,0.23,1.87,16.4,20,62,81,291,149,282,139,376,177,217,133,152,95,327,157,11
608,Tyler,Dibling,Dibling,Midfielder,17,Southampton,1,1.8,8,746,1,0,5,0,0,0,18,0,1,0,0.120643432,0,2.17,0,0.12,1.03,0.89,1.92,18.77,0.12,0.11,0.23,2.26,41.8,114.6,172,131,215,108,127,75,219,91,80,60,96,60,261,119,24
623,Mateus Gonçalo,Espanha Fernandes,M.Fernandes,Midfielder,17,Southampton,2.8,2.4,10,888,1,1,3,0,0,0,17,0,2,0,0.101351351,0.101351351,1.72,0,0.2,0.97,0.95,1.92,21.01,0.1,0.1,0.2,2.13,46.9,173.8,184.7,110,67,32,108,65,148,53,70,55,119,75,193,85,29
82,Dominic,Solanke-Mitchell,Solanke,Forward,18,Spurs,1.8,4.8,10,887,4,3,0,0,0,0,11,0,2,0,0.405862458,0.304396843,1.12,0,0.2,5.57,0.66,6.23,12.68,0.57,0.07,0.64,1.29,69.7,244,94.7,359,146,19,40,11,72,10,166,21,16,9,23,10,48
478,Ashley,Phillips,A.Phillips,Defender,18,Spurs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,455,170,528,194,526,194,506,192,468,176,532,192,0
479,Brandon,Austin,Austin,Goalkeeper,18,Spurs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,409,38,486,47,484,47,463,25,424,16,490,47,0
480,Rodrigo,Bentancur,Bentancur,Midfielder,18,Spurs,1.8,1.9,7,532,1,0,4,0,0,0,9,0,1,0,0.169172932,0,1.52,0,0.17,0.72,0.25,0.97,8.24,0.12,0.04,0.16,1.39,22,100.2,56.6,63,138,65,244,121,237,102,226,139,189,113,248,112,19
481,Lucas,Bergvall,Bergvall,Midfielder,18,Spurs,0.5,1,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0.27,0.35,0.31,0.14,0.47,0.61,0.54,5.9,17.8,34.1,8,275,140,361,180,382,181,279,167,338,184,386,182,7
482,Yves,Bissouma,Bissouma,Midfielder,18,Spurs,1.2,2.9,6,576,2,0,3,0,0,0,5,0,2,0,0.3125,0,0.78,0,0.31,0.29,0.3,0.59,8.27,0.05,0.05,0.1,1.29,25.4,161.2,64.5,27,193,97,228,114,160,61,211,129,264,145,127,55,29
483,Bryan,Gil Salvatierra,Bryan,Midfielder,18,Spurs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,650,290,666,301,666,301,662,301,657,299,666,301,0
484,Ben,Davies,Davies,Defender,18,Spurs,2,3,2,209,0,0,0,0,0,0,1,0,1,0,0,0,0.43,0,0.43,0,0.02,0.02,3.99,0,0.01,0.01,1.72,6.9,66.8,1.7,0,111,32,348,113,291,104,403,140,501,196,116,26,9
485,Alfie,Devine,Devine,Midfielder,18,Spurs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,567,224,607,257,605,255,602,259,582,250,611,259,0
486,Radu,Drăgușin,Dragusin,Defender,18,Spurs,2.2,2.2,5,459,0,0,0,0,0,0,6,0,1,0,0,0,1.18,0,0.2,0.05,0.04,0.09,8.88,0.01,0.01,0.02,1.74,13.6,99.8,6.3,29,92,22,299,97,238,89,374,125,253,74,205,62,13
487,Emerson,Leite de Souza Junior,E.Royal,Defender,18,Spurs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,539,219,582,225,580,225,576,225,554,220,586,224,0
488,Fraser,Forster,Forster,Goalkeeper,18,Spurs,0.8,3,1,90,0,0,0,0,0,0,1,5,0,0,0,0,1,5,0,0,0,0,1.38,0,0,0,1.38,4.4,43.6,0,0,232,19,379,27,331,27,525,49,493,40,114,18,3
489,Archie,Gray,Gray,Midfielder,18,Spurs,0.2,1,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0.14,0,0.02,0.02,0.24,1.2,9,3.9,0,343,166,436,211,413,200,386,207,626,284,403,195,6
490,Pierre-Emile,Højbjerg,Højbjerg,Midfielder,18,Spurs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,645,286,663,299,663,299,659,299,653,296,663,299,0
491,Brennan,Johnson,Johnson,Midfielder,18,Spurs,4.5,5,11,983,6,2,2,0,0,0,13,0,2,0,0.549338759,0.18311292,1.19,0,0.18,7.05,0.61,7.66,14.38,0.65,0.06,0.71,1.32,88.9,267.6,139.3,488,24,13,16,13,55,19,112,83,5,3,17,8,65
492,Dejan,Kulusevski,Kulusevski,Midfielder,18,Spurs,2.2,3.7,11,970,2,3,3,0,0,0,12,0,3,0,0.18556701,0.278350515,1.11,0,0.28,1.49,2.46,3.95,14.27,0.14,0.23,0.37,1.32,97.7,262.6,413.3,303,105,48,11,8,61,20,7,6,26,13,66,31,48
493,Giovani,Lo Celso,Lo Celso,Midfielder,18,Spurs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,630,274,655,294,655,294,650,295,640,290,656,295,0
494,James,Maddison,Maddison,Midfielder,18,Spurs,4.8,5.4,11,855,5,4,2,0,0,0,11,0,3,0,0.526315789,0.421052632,1.16,0,0.32,3.22,3.74,6.96,12.15,0.34,0.39,0.73,1.28,106.6,387.8,362.1,316,20,11,6,4,11,5,14,13,23,11,14,7,70
495,Pedro,Porro,Pedro Porro,Defender,18,Spurs,5,3.9,13,1167,2,1,2,0,0,0,14,0,3,0,0.154241645,0.077120823,1.08,0,0.23,1.1,1.51,2.61,16.57,0.08,0.12,0.2,1.28,82.1,331.8,361,127,17,3,26,2,22,6,15,2,101,10,55,8,51
496,Sergio,Reguilón,Reguilón,Defender,18,Spurs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,475,187,540,205,538,205,522,204,489,193,545,204,0
497,Richarlison,de Andrade,Richarlison,Forward,18,Spurs,0,1.4,0,87,0,1,1,0,0,0,0,0,0,0,0,1.034482759,0,0,0,0.19,0.49,0.68,0.59,0.2,0.51,0.71,0.61,6.2,22.2,23.7,17,683,73,358,37,371,36,307,35,300,40,330,34,7
498,Cristian,Romero,Romero,Defender,18,Spurs,0.2,3.1,11,960,1,0,1,0,0,0,13,0,2,0,0.09375,0,1.22,0,0.19,1.03,0.74,1.77,12.64,0.1,0.07,0.17,1.18,48.5,247.4,95.1,140,356,118,99,21,69,22,165,38,92,8,106,25,34
499,Pape Matar,Sarr,P.M.Sarr,Midfielder,18,Spurs,1.5,1.8,6,612,0,2,2,0,0,0,6,0,1,0,0,0.294117647,0.88,0,0.15,0.7,0.35,1.05,9.32,0.1,0.05,0.15,1.37,28.5,126.2,102,57,156,73,208,107,207,82,158,104,200,116,263,121,23
500,Dane,Scarlett,Scarlett,Forward,18,Spurs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,559,50,601,52,599,52,596,52,576,50,605,55,0
502,Manor,Solomon,Solomon,Midfielder,18,Spurs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,665,298,678,308,678,308,677,308,672,306,677,308,0
503,Son,Heung-min,Son,Midfielder,18,Spurs,2.5,5.5,10,816,3,4,0,0,0,0,10,0,2,0,0.330882353,0.441176471,1.1,0,0.22,2.1,2.38,4.48,11.72,0.23,0.26,0.49,1.29,84.9,276.6,324.4,247,91,44,20,17,50,16,19,15,37,22,13,6,55
504,Djed,Spence,Spence,Defender,18,Spurs,0.2,0.8,0,64,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0.68,0,0.01,0.01,0.96,2,10.6,7.6,2,324,104,416,140,404,142,364,119,376,130,441,146,3
